BenchmarkName,TestFilePath,TestCaseName,InvokeFunPre_Count_Raw,InvokeFunPre_Count_Normalized,Invokes_with_callback_Raw,Invokes_with_callback_Normalized,Cbs_Total_delay_ms_Raw,Cbs_Total_delay_ms_Normalized,Cb_Delays_Greater_Than_100_ms_Raw,Cb_Delays_Greater_Than_100_ms_Normalized,InvokesInterval_Greater_Than_100_ms_Raw,InvokesInterval_Greater_Than_100_ms_Normalized,AsyncFunction_Count_Raw,AsyncFunction_Count_Normalized,Await_Count_Raw,Await_Count_Normalized,Unique_Asynchook_ids_Raw,Unique_Asynchook_ids_Normalized,Total_duration_s,HasEventRace
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-case-insensitive-paths.test.js,.* copy.*.* .* case insensitive paths .* when src is a directory should behave correctly based on the OS,501,0.03628480146052031,96,0.04405495026054003,4499.513967004605,0.1441996240614342,12,0.24489795918367346,2,0,0,0,0,0,48,0.04845360824742268,7.391,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-case-insensitive-paths.test.js,.* copy.*.* .* case insensitive paths .* when src is a file should behave correctly based on the OS,305,0.013920584208124144,40,0.01752723827569872,2952.069378000684,0.0945702480919142,7,0.14285714285714285,5,0.033707865168539325,0,0,0,0,20,0.01958762886597938,7.09,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-case-insensitive-paths.test.js,.* copy.*.* .* case insensitive paths .* when src is a symlink should behave correctly based on the OS.* symlink dir,407,0.025559105431309903,63,0.028422548555187114,4088.0533019965515,0.13100332857824798,7,0.14285714285714285,5,0.033707865168539325,0,0,0,0,30,0.029896907216494847,7.031,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-case-insensitive-paths.test.js,.* copy.*.* .* case insensitive paths .* when src is a symlink should behave correctly based on the OS.* symlink file,327,0.016430853491556367,44,0.019422074846044527,4198.531583000906,0.1345465689523416,7,0.14285714285714285,5,0.033707865168539325,0,0,0,0,22,0.021649484536082474,7.302,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-dev-null.test.js,.* copy.*.* .* copy /dev/null .* when src is /dev/null should copy successfully,313,0.014833409402099498,42,0.018474656560871626,3779.1368400035426,0.12109581308827903,7,0.14285714285714285,6,0.0449438202247191,0,0,0,0,22,0.021649484536082474,7.386,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-gh-89.test.js,copy.*.* .* gh #89 should copy successfully,652,0.05351437699680511,145,0.06726669824727617,8122.576405000873,0.2603978577003558,28,0.5714285714285714,6,0.0449438202247191,0,0,0,0,68,0.06907216494845361,7.286,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-permissions.test.js,copy should maintain file permissions and ownership,411,0.02601551802829758,69,0.031264803410705824,3499.4431480020285,0.11212552523740264,6,0.12244897959183673,8,0.06741573033707865,0,0,0,0,33,0.032989690721649485,7.668,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-preserve-timestamp.test.js,copy.*.* .* preserve timestamp .* when timestamp option is true should have the same timestamps on copy,765,0.06640803286170699,170,0.07910942681193747,5208.40381600149,0.1669350170356595,6,0.12244897959183673,7,0.056179775280898875,0,0,0,0,87,0.088659793814433,7.807,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-identical.test.js,.* copy.*.* .* prevent copying identical files and dirs should return an error if src and dest are the same,279,0.010953902327704245,28,0.011842728564661297,3765.2793179983273,0.12065137703254575,6,0.12244897959183673,7,0.056179775280898875,0,0,0,0,13,0.012371134020618556,7.619,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-identical.test.js,.* copy.*.* .* prevent copying identical files and dirs dest with parent symlink first parent is symlink should error when src is file,342,0.018142400730260154,41,0.018000947418285174,3795.9926600018516,0.12163641004012796,6,0.12244897959183673,6,0.0449438202247191,0,0,0,0,20,0.01958762886597938,8.013,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-identical.test.js,.* copy.*.* .* prevent copying identical files and dirs dest with parent symlink first parent is symlink should error when src is directory,351,0.019169329073482427,43,0.018948365703458078,4421.175246998668,0.14168715814454588,6,0.12244897959183673,7,0.056179775280898875,0,0,0,0,20,0.01958762886597938,7.889,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-identical.test.js,.* copy.*.* .* prevent copying identical files and dirs dest with parent symlink nested dest should error when src is file,380,0.022478320401643086,49,0.02179062055897679,4026.283090002835,0.12902224499274367,6,0.12244897959183673,6,0.0449438202247191,0,0,0,0,24,0.023711340206185566,7.618,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-identical.test.js,.* copy.*.* .* prevent copying identical files and dirs dest with parent symlink nested dest should error when src is directory,389,0.02350524874486536,51,0.022738038844149693,3605.5300239892676,0.11552792522717649,6,0.12244897959183673,6,0.0449438202247191,0,0,0,0,24,0.023711340206185566,7.776,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-identical.test.js,.* copy.*.* .* prevent copying identical files and dirs .* when src is a directory .*.* when src is regular and dest is a symlink that points to src should error,365,0.020766773162939296,49,0.02179062055897679,4357.576677005738,0.1396474357766292,6,0.12244897959183673,8,0.06741573033707865,0,0,0,0,24,0.023711340206185566,7.786,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-identical.test.js,.* copy.*.* .* prevent copying identical files and dirs .* when src is a directory .*.* when src is a symlink that points to a regular dest should throw error,365,0.020766773162939296,49,0.02179062055897679,4606.268602003343,0.14762344030305594,6,0.12244897959183673,8,0.06741573033707865,0,0,0,0,24,0.023711340206185566,7.795,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-identical.test.js,.* copy.*.* .* prevent copying identical files and dirs .* when src is a directory .*.* when src and dest are symlinks that point to the exact same path should error src and dest are the same,331,0.016887266088544045,40,0.01752723827569872,4009.7053299983963,0.12849056593306094,6,0.12244897959183673,4,0.02247191011235955,0,0,0,0,18,0.01752577319587629,7.732,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-identical.test.js,.* copy.*.* .* prevent copying identical files and dirs .* when src is a file .*.* when src is regular and dest is a symlink that points to src should error,297,0.01300775901414879,33,0.014211274277593557,4034.3368250038475,0.129280542992662,6,0.12244897959183673,7,0.056179775280898875,0,0,0,0,16,0.015463917525773196,7.914,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-identical.test.js,.* copy.*.* .* prevent copying identical files and dirs .* when src is a file .*.* when src is a symlink that points to a regular dest should throw error,333,0.01711547238703788,41,0.018000947418285174,3917.708903997205,0.12554007242504836,6,0.12244897959183673,7,0.056179775280898875,0,0,0,0,20,0.01958762886597938,7.804,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-identical.test.js,.* copy.*.* .* prevent copying identical files and dirs .* when src is a file .*.* when src and dest are symlinks that point to the exact same path should error src and dest are the same,357,0.019853947968963944,46,0.02036949313121743,4249.935049998574,0.13619517208029347,6,0.12244897959183673,6,0.0449438202247191,0,0,0,0,22,0.021649484536082474,8.223,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a file should copy the file successfully even if dest parent is a subdir of src,596,0.04712460063897764,100,0.04594978683088584,6345.250475998037,0.20339576704221027,9,0.1836734693877551,7,0.056179775280898875,0,0,0,0,48,0.04845360824742268,8.185,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a directory .*.* when dest is a directory of not itself,1053,0.09926973984481972,241,0.11274277593557555,9791.30683300551,0.3139170921800405,9,0.1836734693877551,9,0.07865168539325842,0,0,0,0,119,0.12164948453608247,9.429,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a directory .*.* when dest is a directory of itself,507,0.03696942035600183,74,0.033633349123638086,3940.007257000543,0.12625522135675654,5,0.10204081632653061,8,0.06741573033707865,0,0,0,0,34,0.03402061855670103,8.508,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a directory .*.* when dest is a directory should copy the directory successfully when dest is .*src_dest.*,1690,0.17195344591510725,417,0.1961155850307911,13666.327849000692,0.4381960978770445,16,0.32653061224489793,10,0.0898876404494382,0,0,0,0,206,0.211340206185567,10.361,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a directory .*.* when dest is a directory should copy the directory successfully when dest is .*src.*dest.*,5414,0.5968735737106344,1452,0.6864045476077688,24387.262984990142,0.7820360805101864,24,0.4897959183673469,8,0.06741573033707865,0,0,0,0,725,0.7463917525773196,13.622,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a directory .*.* when dest is a directory should copy the directory successfully when dest is .*dest_src.*,1690,0.17195344591510725,417,0.1961155850307911,13962.283236012794,0.4476879280056328,15,0.30612244897959184,9,0.07865168539325842,0,0,0,0,206,0.211340206185567,10.644,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a directory .*.* when dest is a directory should copy the directory successfully when dest is .*src_dest/src.*,974,0.0902555910543131,218,0.10184746565608717,10452.110646994784,0.3351102781329388,9,0.1836734693877551,11,0.10112359550561797,0,0,0,0,107,0.10927835051546392,9.305,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a directory .*.* when dest is a directory should copy the directory successfully when dest is .*src.*dest/src.*,1726,0.17606115928799634,427,0.2008526764566556,11891.2435099883,0.3812658991064637,10,0.20408163265306123,10,0.0898876404494382,0,0,0,0,212,0.2175257731958763,10.264,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a directory .*.* when dest is a directory should copy the directory successfully when dest is .*dest_src/src.*,974,0.0902555910543131,218,0.10184746565608717,9887.171972997487,0.3169916624159253,13,0.2653061224489796,8,0.06741573033707865,0,0,0,0,107,0.10927835051546392,9.28,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a directory .*.* when dest is a directory should copy the directory successfully when dest is .*src_src/dest.*,974,0.0902555910543131,218,0.10184746565608717,10595.828374001198,0.33971956828637645,15,0.30612244897959184,10,0.0898876404494382,0,0,0,0,107,0.10927835051546392,9.597,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a directory .*.* when dest is a directory should copy the directory successfully when dest is .*src.*src/dest.*,2478,0.2618667275216796,636,0.29985788725722407,15346.71387299709,0.4920891486211269,17,0.3469387755102041,9,0.07865168539325842,0,0,0,0,317,0.32577319587628867,11.278,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a directory .*.* when dest is a directory should copy the directory successfully when dest is .*srcsrc/dest.*,974,0.0902555910543131,218,0.10184746565608717,10590.707600999624,0.33955533573785385,10,0.20408163265306123,9,0.07865168539325842,0,0,0,0,107,0.10927835051546392,9.348,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a directory .*.* when dest is a directory should copy the directory successfully when dest is .*dest/src.*,2478,0.2618667275216796,636,0.29985788725722407,15127.793682975695,0.4850679780441021,19,0.3877551020408163,10,0.0898876404494382,0,0,0,0,317,0.32577319587628867,11.278,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a directory .*.* when dest is a directory should copy the directory successfully when dest is very nested that all its parents need to be created,1754,0.1792560474669101,457,0.21506395073424917,16872.65768700186,0.5410289554431302,34,0.6938775510204082,10,0.0898876404494382,0,0,0,0,227,0.2329896907216495,10.349,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a directory .*.* when dest is a directory should error when dest is .*src/dest.*,1077,0.10200821542674578,208,0.09711037423022265,5323.285862006247,0.1706194942013251,6,0.12244897959183673,6,0.0449438202247191,0,0,0,0,100,0.10206185567010309,9.093,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a directory .*.* when dest is a directory should error when dest is .*src/src_dest.*,507,0.03696942035600183,74,0.033633349123638086,4089.924377997406,0.1310633374050414,5,0.10204081632653061,7,0.056179775280898875,0,0,0,0,34,0.03402061855670103,8.241,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a directory .*.* when dest is a directory should error when dest is .*src/dest_src.*,507,0.03696942035600183,74,0.033633349123638086,4631.468870000914,0.1484316589519635,5,0.10204081632653061,7,0.056179775280898875,0,0,0,0,34,0.03402061855670103,8.105,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a directory .*.* when dest is a directory should error when dest is .*src/dest/src.*,507,0.03696942035600183,74,0.033633349123638086,4122.909343001433,0.13212122551370709,4,0.08163265306122448,8,0.06741573033707865,0,0,0,0,34,0.03402061855670103,8.291,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a directory .*.* when dest is a symlink should error when dest points exactly to src,523,0.03879507074395253,76,0.03458076740881099,4194.4517059912905,0.13441571984054887,4,0.08163265306122448,7,0.056179775280898875,0,0,0,0,36,0.03608247422680412,8.086,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a directory .*.* when dest is a symlink should error when dest is a subdirectory of src .*bind.*mounted directory with subdirectory.*,546,0.041419443176631675,81,0.03694931312174325,4461.154466999695,0.14296936479317057,4,0.08163265306122448,8,0.06741573033707865,0,0,0,0,37,0.03711340206185567,8.542,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a directory .*.* when dest is a symlink should error when dest is a subdirectory of src .*more than one level depth.*,556,0.042560474669100866,82,0.037423022264329704,4394.015025995672,0.14081608022088296,4,0.08163265306122448,5,0.033707865168539325,0,0,0,0,38,0.03814432989690722,8.451,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a directory .*.* when dest is a symlink should copy the directory successfully when src is a subdir of resolved dest path,1453,0.1449109995435874,298,0.1397441970630033,10446.279588005506,0.3349232654147221,7,0.14285714285714285,23,0.23595505617977527,0,0,0,0,136,0.13917525773195877,10.102,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a symlink .*.* when dest is a directory should error when resolved src path points to dest,520,0.03845276129621177,76,0.03458076740881099,3772.9707310022786,0.12089805470386428,4,0.08163265306122448,8,0.06741573033707865,0,0,0,0,36,0.03608247422680412,8.283,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a symlink .*.* when dest is a directory should error when dest is a subdir of resolved src path,660,0.05442720219078047,113,0.05210800568450971,5455.964896994643,0.174874753328213,9,0.1836734693877551,9,0.07865168539325842,0,0,0,0,49,0.049484536082474224,8.276,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a symlink .*.* when dest is a directory should error when resolved src path is a subdir of dest,1004,0.09367868553172068,170,0.07910942681193747,8177.3001539884135,0.26215294833963515,5,0.10204081632653061,25,0.25842696629213485,0,0,0,0,73,0.07422680412371134,9.553,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a symlink .*.* when dest is a directory should copy the directory successfully when dest is .*src_src/dest.*,631,0.051118210862619806,104,0.04784462340123164,7890.4560470003635,0.2529533336125484,7,0.14285714285714285,10,0.0898876404494382,0,0,0,0,48,0.04845360824742268,8.688,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a symlink .*.* when dest is a directory should copy the directory successfully when dest is .*srcsrc/dest.*,631,0.051118210862619806,104,0.04784462340123164,7974.616560002789,0.25565251507033077,8,0.16326530612244897,10,0.0898876404494382,0,0,0,0,48,0.04845360824742268,8.867,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a symlink .*.* when dest is a symlink should error when resolved dest path is exactly the same as resolved src path,549,0.041761752624372435,81,0.03694931312174325,4073.7897620042786,0.13054587078366003,4,0.08163265306122448,9,0.07865168539325842,0,0,0,0,38,0.03814432989690722,8.123,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a symlink .*.* when dest is a symlink should error when resolved dest path is a subdir of resolved src path,749,0.06458238247375628,131,0.060634770251065846,5688.782959008589,0.18234165405880576,5,0.10204081632653061,7,0.056179775280898875,0,0,0,0,60,0.060824742268041236,8.524,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-prevent-copying-into-itself.test.js,.* copy.*.* .* prevent copying into itself .* when source is a symlink .*.* when dest is a symlink should error when resolved src path is a subdir of resolved dest path,745,0.0641259698767686,135,0.06252960682141165,7801.442591010593,0.25009850940426687,11,0.22448979591836735,10,0.0898876404494382,0,0,0,0,56,0.05670103092783505,8.914,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy-readonly-dir.test.js,.* copy.*.* .* copy a readonly directory with content .* when src is readonly directory with content should copy successfully,755,0.06526700136923778,166,0.07721459024159166,7004.353814995848,0.22453441565446472,13,0.2653061224489796,6,0.0449438202247191,0,0,0,0,80,0.08144329896907217,8.632,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy.test.js,fs.*extra .* copy.*.* should return an error if src and dest are the same,545,0.04130534002738476,104,0.04784462340123164,7087.839224989526,0.22721194532498612,18,0.3673469387755102,10,0.0898876404494382,0,0,0,0,45,0.04536082474226804,8.287,Undefined
fs-extra,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/fs-extra/jprichardson_node-fs-extra/lib/copy/__tests__/copy.test.js,fs.*extra .* copy.*.* should error when overwrite=false and file exists,548,0.04164764947512551,89,0.04073898626243486,5675.607756004669,0.18191910122040186,8,0.16326530612244897,7,0.056179775280898875,0,0,0,0,46,0.04639175257731959,8.107,Undefined
