,BenchmarkName,TestFilePath,TestCaseName,QuantidadeRotulosPositivo
31,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Find Returns an error if the query is not well formed,0
32,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Find Changing the documents returned by find or findOne do not change the database state,1
33,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Find Can use sort.* skip and limit if the callback is not passed to find but to exec,0
34,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Find Can use sort and skip if the callback is not passed to findOne but to exec,0
35,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Find Can use projections in find.* normal or cursor way,0
36,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Find Can use projections in findOne.* normal or cursor way,0
37,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Count Count all documents if an empty query is used,1
38,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Count Count all documents matching a basic query,1
39,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Count Array fields match if any element matches,1
40,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Count Returns an error if the query is not well formed,1
41,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update If the query doesn.*t match anything.* database is not modified,1
42,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update If timestampData option is set.* update the updatedAt field,0
43,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update Can update multiple documents matching the query,0
44,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update Can update only one document matching the query,0
45,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update Cannot perform update if the update query is not either registered.*modifiers.*only or copy.*only.* or contain badly formatted fields,0
46,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update Can update documents using multiple modifiers,0
47,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update Can upsert a document even with modifiers,0
48,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update When using modifiers.* the only way to update subdocs is with the dot.*notation,0
49,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update Returns an error if the query is not well formed,0
50,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update If an error is thrown by a modifier.* the database state is not changed,0
51,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update Cant change the _id of a document,0
52,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update Non.*multi updates are persistent,0
53,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update Multi updates are persistent,0
54,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update Can update without the options arg .*will use defaults then.*,0
55,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update If a multi update fails on one document.* previous updates should be rolled back,0
56,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update If an index constraint is violated by an update.* all changes should be rolled back,0
57,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update If options.returnUpdatedDocs is true.* return all matched docs,0
58,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update createdAt property is unchanged and updatedAt correct after an update.* even a complete document replacement,0
59,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update Upserts Can perform upserts if needed,0
60,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update Upserts If the update query is a normal object with no modifiers.* it is the doc that will be upserted,0
61,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update Upserts If the update query contains modifiers.* it is applied to the object resulting from removing all operators from the find query 1,0
62,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update Upserts If the update query contains modifiers.* it is applied to the object resulting from removing all operators from the find query 2,0
63,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update Upserts Performing upsert with badly formatted fields yields a standard error not an exception,0
64,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update Callback signature Regular update.* multi false,1
65,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update Callback signature Regular update.* multi true,0
66,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Update Callback signature Upsert,0
67,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Remove Can remove multiple documents,0
68,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Remove Remove can be called multiple times in parallel and everything that needs to be removed will be,1
69,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Remove Returns an error if the query is not well formed,1
70,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Remove Non.*multi removes are persistent,0
71,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Remove Multi removes are persistent,0
72,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Remove Can remove without the options arg .*will use defaults then.*,0
73,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes Results of getMatching should never contain duplicates,1
74,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes ensureIndex and index initialization in database loading ensureIndex can be called right after a loadDatabase and be initialized and filled correctly,0
75,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes ensureIndex and index initialization in database loading ensureIndex can be called twice on the same field.* the second call will ahve no effect,0
76,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes ensureIndex and index initialization in database loading ensureIndex can be called after the data set was modified and the index still be correct,0
77,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes ensureIndex and index initialization in database loading ensureIndex can be called before a loadDatabase and still be initialized and filled correctly,2
78,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes ensureIndex and index initialization in database loading Can initialize multiple indexes on a database load,0
79,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes ensureIndex and index initialization in database loading If a unique constraint is not respected.* database loading will not work and no data will be inserted,2
80,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes ensureIndex and index initialization in database loading If a unique constraint is not respected.* ensureIndex will return an error and not create an index,1
81,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes ensureIndex and index initialization in database loading Can remove an index,1
82,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes Indexing newly inserted documents Newly inserted documents are indexed,1
83,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes Indexing newly inserted documents If multiple indexes are defined.* the document is inserted in all of them,1
84,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes Indexing newly inserted documents Can insert two docs at the same key for a non unique index,1
85,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes Indexing newly inserted documents If the index has a unique constraint.* an error is thrown if it is violated and the data is not modified,1
86,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes Indexing newly inserted documents If an index has a unique constraint.* other indexes cannot be modified when it raises an error,0
87,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes Indexing newly inserted documents Unique indexes prevent you from inserting two docs where the field is undefined except if theyre sparse,0
88,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes Indexing newly inserted documents Insertion still works as before with indexing,0
89,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes Indexing newly inserted documents All indexes point to the same data as the main index on _id,1
90,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes Indexing newly inserted documents If a unique constraint is violated.* no index is changed.* including the main one,0
91,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes Updating indexes upon document update Updating docs still works as before with indexing,0
92,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes Updating indexes upon document update Indexes get updated when a document .*or multiple documents.* is updated,0
93,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes Updating indexes upon document update If a simple update violates a contraint.* all changes are rolled back and an error is thrown,0
94,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes Updating indexes upon document update If a multi update violates a contraint.* all changes are rolled back and an error is thrown,0
95,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes Updating indexes upon document remove Removing docs still works as before with indexing,1
96,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes Updating indexes upon document remove Indexes get updated when a document .*or multiple documents.* is removed,0
97,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes Persisting indexes Indexes are persisted to a separate file and recreated upon reload,5
98,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes Persisting indexes Indexes are persisted with their options and recreated even if some db operation happen between loads,5
99,nedb,/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/nedb/test/db.test.js,Database Using indexes Persisting indexes Indexes can also be removed and the remove persisted,5
