BenchmarkName,TestFilePath,TestCaseName,QuantidadeRotulosPositivo
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RLWrapperBlackAndWhite.test.js,RLWrapperBlackAndWhite  get if not blacked,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RLWrapperBlackAndWhite.test.js,RLWrapperBlackAndWhite  get resolved if blacked,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RLWrapperBlackAndWhite.test.js,RLWrapperBlackAndWhite  resolve consume if whited,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RLWrapperBlackAndWhite.test.js,RLWrapperBlackAndWhite  resolve block if whited,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RLWrapperBlackAndWhite.test.js,RLWrapperBlackAndWhite  resolve penalty if whited,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RLWrapperBlackAndWhite.test.js,RLWrapperBlackAndWhite  resolve reward if whited,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RLWrapperBlackAndWhite.test.js,RLWrapperBlackAndWhite  resolve get if whited,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RLWrapperBlackAndWhite.test.js,RLWrapperBlackAndWhite  consume resolved if in white and in black,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RLWrapperBlackAndWhite.test.js,RLWrapperBlackAndWhite  consume resolved if legacy isWhite func returns true,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RLWrapperBlackAndWhite.test.js,RLWrapperBlackAndWhite  consume resolved if isWhiteListed func returns true,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RLWrapperBlackAndWhite.test.js,RLWrapperBlackAndWhite  consume rejected if legacy isBlack func returns true,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RLWrapperBlackAndWhite.test.js,RLWrapperBlackAndWhite  consume rejected if isBlackListed func returns true,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RLWrapperBlackAndWhite.test.js,RLWrapperBlackAndWhite  consume even if black listed when runAction set to true,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RLWrapperBlackAndWhite.test.js,RLWrapperBlackAndWhite  block even if black listed when runAction set to true,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RLWrapperBlackAndWhite.test.js,RLWrapperBlackAndWhite  penalty even if blacked when runAction set to true,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RLWrapperBlackAndWhite.test.js,RLWrapperBlackAndWhite  reward even if blacked when runAction set to true,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RLWrapperBlackAndWhite.test.js,RLWrapperBlackAndWhite  delete data straight on limiter even if key is black or white listed,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterAbstract.test.js,RateLimiterAbstract do not prefix key,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterCluster.test.js,RateLimiterCluster master must be singleton,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterCluster.test.js,RateLimiterCluster consume 1 point,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterCluster.test.js,RateLimiterCluster reject on consuming more than maximum points,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterCluster.test.js,RateLimiterCluster execute evenly over duration,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterCluster.test.js,RateLimiterCluster use keyPrefix from options,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterCluster.test.js,RateLimiterCluster create 2 rate limiters depending on keyPrefix,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterCluster.test.js,RateLimiterCluster penalty,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterCluster.test.js,RateLimiterCluster reward,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterCluster.test.js,RateLimiterCluster block,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterCluster.test.js,RateLimiterCluster get,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterCluster.test.js,RateLimiterCluster get null,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterCluster.test.js,RateLimiterCluster delete,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterCluster.test.js,RateLimiterCluster consume applies options.customDuration to set expire,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache consume 1 point,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache rejected when consume more than maximum points,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache execute evenly over duration,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache execute evenly over duration with minimum delay 20 ms,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache makes penalty,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache reward points,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache block key in memory when inmemory block options set up,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache expire inmemory blocked key,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache throws error when inmemoryBlockOnConsumed is not set,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache throws error when inmemoryBlockOnConsumed less than points,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache use keyPrefix from options,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache blocks key for block duration when consumed more than points,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache block expires in blockDuration seconds,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache block custom key,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache get points,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache get returns NULL if key is not set,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache delete key and return true,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache delete returns false,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache creates key and increment on 2 parallel requests,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache rejected when MemcachedClient error,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache consume using insuranceLimiter when MemcachedClient error,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache does not expire key if duration set to 0,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemcache.test.js,RateLimiterMemcache block key forever,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemory.test.js,RateLimiterMemory with fixed window consume 1 point,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemory.test.js,RateLimiterMemory with fixed window can not consume more than maximum points,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemory.test.js,RateLimiterMemory with fixed window execute evenly over duration with minimum delay 20 ms,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemory.test.js,RateLimiterMemory with fixed window execute evenly over duration,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemory.test.js,RateLimiterMemory with fixed window makes penalty,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemory.test.js,RateLimiterMemory with fixed window reward points,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemory.test.js,RateLimiterMemory with fixed window use keyPrefix from options,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemory.test.js,RateLimiterMemory with fixed window blocks key for block duration when consumed more than points,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemory.test.js,RateLimiterMemory with fixed window do not block key second time until block expires no matter how many points consumed,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemory.test.js,RateLimiterMemory with fixed window block expires in blockDuration seconds,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemory.test.js,RateLimiterMemory with fixed window block custom key,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemory.test.js,RateLimiterMemory with fixed window get by key,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemory.test.js,RateLimiterMemory with fixed window get resolves null if key is not set,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemory.test.js,RateLimiterMemory with fixed window delete resolves true if key is set,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemory.test.js,RateLimiterMemory with fixed window consume applies options.customDuration to set expire,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemory.test.js,RateLimiterMemory with fixed window penalty applies options.customDuration to set expire,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemory.test.js,RateLimiterMemory with fixed window reward applies options.customDuration to set expire,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemory.test.js,RateLimiterMemory with fixed window does not expire key if duration set to 0,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemory.test.js,RateLimiterMemory with fixed window block key forever,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemory.test.js,RateLimiterMemory with fixed window set points by key,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMemory.test.js,RateLimiterMemory with fixed window set points by key forever,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window consume 1 point,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window rejected when consume more than maximum points,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window makes penalty,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window reward points,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window consume using insuranceLimiter when Mongo error,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window block key inmemory when inmemory block options set up,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window blocks key for block duration when consumed more than points,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window block using insuranceLimiter when Mongo error,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window return correct data with _getRateLimiterRes,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window get points,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window get points return NULL if key is not set,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window use dbName from options if db is function,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window use collection from client instead of db if Mongoose in use,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window delete key and return true,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window delete returns false,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window uses tableName option to create collection,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window _upsert adds options.attrs to where clause to find document by additional attributes in conjunction with key,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window forced _upsert adds options.attrs to where clause to find document by additional attributes in conjunction with key,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window _get adds options.attrs to where clause to find document by additional attributes in conjunction with key,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window _delete adds options.attrs to where clause to find document by additional attributes in conjunction with key,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window set indexKeyPrefix empty {} if not provided,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window does not expire key if duration set to 0,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMongo.test.js,RateLimiterMongo with fixed window block key forever,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMySQL.test.js,RateLimiterMySQL with fixed window throw error if can not create db or table,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMySQL.test.js,RateLimiterMySQL with fixed window consume 1 point,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMySQL.test.js,RateLimiterMySQL with fixed window rejected when consume more than maximum points,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMySQL.test.js,RateLimiterMySQL with fixed window blocks key for block duration when consumed more than points,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMySQL.test.js,RateLimiterMySQL with fixed window return correct data with _getRateLimiterRes,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMySQL.test.js,RateLimiterMySQL with fixed window get points,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMySQL.test.js,RateLimiterMySQL with fixed window get points return NULL if key is not set,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMySQL.test.js,RateLimiterMySQL with fixed window delete key and return true,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMySQL.test.js,RateLimiterMySQL with fixed window delete returns false,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMySQL.test.js,RateLimiterMySQL with fixed window delete rejects on error,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMySQL.test.js,RateLimiterMySQL with fixed window clearExpired method uses private _getConnection to get connection,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMySQL.test.js,RateLimiterMySQL with fixed window does not expire key if duration set to 0,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterMySQL.test.js,RateLimiterMySQL with fixed window block key forever,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window throw error if can not create table,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window consume 1 point,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window rejected when consume more than maximum points,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window blocks key for block duration when consumed more than points,1
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window return correct data with _getRateLimiterRes,0
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window get points,2
animir_node-rate-limiter-flexible,/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible/test/RateLimiterPostgres.test.js,RateLimiterPostgres with fixed window get points return NULL if key is not set,1
