BenchmarkName,TestFilePath,TestCaseName,QuantidadeRotulosPositivo
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers #isStyle returns true if an element is of type style,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers #isJS returns false if element is not of type script,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers #isJS returns true if type is script and has no attributes,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers #isJS returns true if type is script and has random attributes,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers #isJS returns true if type is script and attribute === "text/javascript",0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers #isJS returns false if type !== "text/javascript",0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers #isJS returns type Boolean,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers #structure returns false if element is text,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers #structure returns true if element is textarea,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers #structure returns true if element is script of type text/javascript,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers #structure returns false if element requires no structure,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers #structure returns type Boolean,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers #comment surrounds text with comment directives,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers #comment returns empty string by default,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers #text trims whitespace,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers #text replaces whitelines and spaces in non structural elements,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers #text retains structure if element requires structure,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers #text removes whitespace after block elements,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers #text collapses whitespace after inline elements,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers #text removes whitespace before block elements,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers #text collapses whitespace before inline elements,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers #text retains one whitespace if configured losely,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers has options which are all false by default,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/helpers-test.js,Helpers has options which are overideable with options,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/list-test.js,Element lists inline collection is an array,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/list-test.js,Element lists inline collection has all required elements,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/list-test.js,Element lists singular collection is an array,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/list-test.js,Element lists singular collection has all required elements,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/list-test.js,Element lists structural collection matches pre,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/list-test.js,Element lists node collection matches tag,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/list-test.js,Element lists redundant collection matches boolean attributes,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/list-test.js,Element lists attributes collection is an object,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/list-test.js,Element lists attributes collection maps attributes to elements,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/list-test.js,Element lists attributes collection has global attributes,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize should parse the content synchronously without callback,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize has the ability to use synchronous plugins to alter elements,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize is module which has a constructor,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize is module which has minifier,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize is module which has traverse,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize is module which has parse,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize is module which has htmlparser,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier throws an error if HTML parsing failed,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier can be supplied with a custom DOM parser,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier emits the parsed content to `minimize.read`,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should start traversing the DOM as soon as HTML parser is ready,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should handle inline flow properly,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should be configurable to retain comments,1
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should be able to remove comments but not conditionals,1
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should be configurable to retain server side includes,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should be configurable to retain multiple server side includes,1
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should be configurable to retain server side commands,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should be configurable to retain conditional IE comments,1
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should retain complex conditional comments if configured,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should be configurable to retain multiline conditional IE comments,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should be configurable to retain multiple conditional IE comments,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should be configurable to retain empty attributes,1
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should be configurable to retain spare attributes,1
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should be configurable to retain whitespace and newlines of attributes,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should leave structural elements (like scripts and code) intact,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should leave style element content intact,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should minify script content that is not real text/javascript as much as possible,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should replace newlines between text with spaces,1
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should prepend spaces inside structural elements if required,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should reduce multiple white spaces and newlines to a single white space inside attribute values,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should not prepend spaces between inline elements if not required,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should parse the full stack,5
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should prepend space if inline element is preluded by text,1
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should remove empty attributes which have no function,1
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should keep download attribute spare or with value,1
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should retain empty attributes of type ,1
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should retain values on semi-boolean attributes,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should remove values from boolean attributes,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should remove CDATA from scripts,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should not give empty attributes empty values if keep attributes option is set,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should keep empty attribute values if empty and spare options are set,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should be configurable to retain CDATA,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should be configurable to retain one whitespace between elements,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should be configurable to retain one whitespace after elements,3
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should retain one whitespace between inline elements,1
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should always quote attributes that end with / regardless of options,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should clobber space around <br> elements,1
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should maintain flow in pre elements,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should add quotes around values containing single quotes,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should lower case attributes names,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier should conserve sensitive case of attributes,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier has the ability to use plugins to alter elements,1
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier runs multiple plugins in order,1
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #minifier passes the error of any plugins,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #traverse should traverse the DOM object and return string,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #parse applies callback after DOM is parsed,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #parse calls htmlparser to process the DOM,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #parse can handle two calls simultaneously,1
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #use is a function,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #use has optional id parameter,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #use throws an error if the plugin has no id,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #use throws an error if the plugin id is not a string,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #use throws an error if the plugin is no object or string,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #use throws an error if the plugin is redefined with the same id,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #use throws an error if the plugin has no element function,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize #use reads plugins from file,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize .plug is a function,0
Swaagie_minimize,/home/pedroubuntu/Downloads/nacd/Swaagie_minimize/test/minimize-test.js,Minimize .plug uses the provided plugins,0
