pathProjectFolder,testFile,testName,positiveLabels,numberOfIteration,numberOfFails,firstFail
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,General Reservoir Increase Should keep process alive until queue is empty,0,7,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Group Should create limiters,4,19,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Group Should set up the limiter IDs (default),0,7,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Group Should set up the limiter IDs (custom),0,7,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Group Should pass new limiter to 'created' event,0,7,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Group Should pass error on failure,0,7,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Group Should update its timeout,0,7,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Group Should update its limiter options,0,7,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Group Should call autocleanup,1,10,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Priority Should do basic ordering,1,10,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Priority Should support LEAK,1,10,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Priority Should support OVERFLOW,4,19,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Priority Should support OVERFLOW_PRIORITY,2,13,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Priority Should support BLOCK,1,10,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Priority Should have the right priority,1,10,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Promises Should support promises,1,10,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Promises Should pass error on failure,0,7,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Promises Should allow non-Promise returns,0,7,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Promises Should get rejected when rejectOnDrop is true,1,10,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Promises Should automatically wrap an exception in a rejected promise - schedule(),0,7,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Promises Wrap Should wrap,1,10,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Promises Wrap Should automatically wrap a returned value in a resolved promise,1,10,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Promises Wrap Should automatically wrap an exception in a rejected promise,0,7,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Promises Wrap Should inherit the original target for wrapped methods,1,10,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Promises Wrap Should inherit the original target on prototype methods,1,10,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Promises Wrap Should pass errors back,1,10,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Promises Wrap Should allow passing options,0,7,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Retries Should retry when requested by the user (sync),4,19,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Retries Should retry when requested by the user (async),2,13,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Retries Should not retry when user returns an error (sync),2,13,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Retries Should not retry when user returns an error (async),2,13,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Retries Should not retry when user returns null (sync),3,16,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Retries Should not retry when user returns null (async),2,13,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,States Should be created and be empty,0,7,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,States Should start new series,0,7,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,States Should increment,0,7,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,States Should remove,0,7,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,States Should return current status,0,7,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,States Should return job ids for a status,0,7,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Stop Should stop and drop the queue,1,10,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Stop Should stop and let the queue finish,1,10,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Stop Should still resolve when rejectOnDrop is false,0,7,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Stop Should not allow calling stop() twice when dropWaitingJobs=true,0,7,0,0
/home/pedroubuntu/Downloads/nacd/SGrondin_bottleneck,test,Stop Should not allow calling stop() twice when dropWaitingJobs=false,0,7,0,0
