pathProjectFolder,testFile,testName,positiveLabels,numberOfIteration,numberOfFails,firstFail
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RLWrapperBlackAndWhite  reward even if blacked when runAction set to true,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RLWrapperBlackAndWhite  delete data straight on limiter even if key is black or white listed,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterAbstract do not prefix key,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterCluster master must be singleton,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterCluster consume 1 point,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterCluster reject on consuming more than maximum points,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterCluster execute evenly over duration,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterCluster use keyPrefix from options,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterCluster create 2 rate limiters depending on keyPrefix,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterCluster penalty,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterCluster reward,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterCluster block,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterCluster get,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterCluster get null,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterCluster delete,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterCluster consume applies options.customDuration to set expire,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache consume 1 point,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache rejected when consume more than maximum points,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache execute evenly over duration,1,12,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache execute evenly over duration with minimum delay 20 ms,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache makes penalty,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache reward points,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache block key in memory when inmemory block options set up,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache expire inmemory blocked key,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache throws error when inmemoryBlockOnConsumed is not set,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache throws error when inmemoryBlockOnConsumed less than points,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache use keyPrefix from options,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache blocks key for block duration when consumed more than points,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache block expires in blockDuration seconds,1,12,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache block custom key,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache get points,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache get returns NULL if key is not set,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache delete key and return true,1,12,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache delete returns false,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache creates key and increment on 2 parallel requests,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache rejected when MemcachedClient error,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache consume using insuranceLimiter when MemcachedClient error,1,12,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache does not expire key if duration set to 0,1,12,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemcache block key forever,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemory with fixed window consume 1 point,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemory with fixed window can not consume more than maximum points,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemory with fixed window execute evenly over duration with minimum delay 20 ms,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemory with fixed window execute evenly over duration,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemory with fixed window makes penalty,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemory with fixed window reward points,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemory with fixed window use keyPrefix from options,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemory with fixed window blocks key for block duration when consumed more than points,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemory with fixed window do not block key second time until block expires no matter how many points consumed,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemory with fixed window block expires in blockDuration seconds,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemory with fixed window block custom key,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemory with fixed window get by key,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemory with fixed window get resolves null if key is not set,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemory with fixed window delete resolves true if key is set,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemory with fixed window consume applies options.customDuration to set expire,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemory with fixed window penalty applies options.customDuration to set expire,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemory with fixed window reward applies options.customDuration to set expire,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemory with fixed window does not expire key if duration set to 0,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemory with fixed window block key forever,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemory with fixed window set points by key,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMemory with fixed window set points by key forever,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window consume 1 point,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window rejected when consume more than maximum points,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window makes penalty,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window reward points,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window consume using insuranceLimiter when Mongo error,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window block key inmemory when inmemory block options set up,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window blocks key for block duration when consumed more than points,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window block using insuranceLimiter when Mongo error,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window return correct data with _getRateLimiterRes,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window get points,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window get points return NULL if key is not set,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window use dbName from options if db is function,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window use collection from client instead of db if Mongoose in use,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window delete key and return true,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window delete returns false,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window uses tableName option to create collection,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window _upsert adds options.attrs to where clause to find document by additional attributes in conjunction with key,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window forced _upsert adds options.attrs to where clause to find document by additional attributes in conjunction with key,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window _get adds options.attrs to where clause to find document by additional attributes in conjunction with key,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window _delete adds options.attrs to where clause to find document by additional attributes in conjunction with key,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window set indexKeyPrefix empty {} if not provided,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window does not expire key if duration set to 0,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMongo with fixed window block key forever,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMySQL with fixed window throw error if can not create db or table,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMySQL with fixed window consume 1 point,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMySQL with fixed window rejected when consume more than maximum points,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMySQL with fixed window blocks key for block duration when consumed more than points,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMySQL with fixed window return correct data with _getRateLimiterRes,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMySQL with fixed window get points,1,12,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMySQL with fixed window get points return NULL if key is not set,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMySQL with fixed window delete key and return true,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMySQL with fixed window delete returns false,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMySQL with fixed window delete rejects on error,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMySQL with fixed window clearExpired method uses private _getConnection to get connection,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMySQL with fixed window does not expire key if duration set to 0,1,12,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterMySQL with fixed window block key forever,1,12,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window throw error if can not create table,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window consume 1 point,1,12,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window rejected when consume more than maximum points,1,12,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window blocks key for block duration when consumed more than points,1,12,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window return correct data with _getRateLimiterRes,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window get points,2,14,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window get points return NULL if key is not set,1,12,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window get points using insuranceLimiter on Postgres error,1,12,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window block custom key using insuranceLimiter on Postgres error,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window delete key and return true,1,12,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window delete returns false,1,12,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window delete rejects on error,1,12,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window query sets unique prefix to prepared statement for every limiter table,1,12,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window set client type to "client" by constructor name for Client,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window set client type to "pool" by constructor name for Pool,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window set client type to "sequelize" by constructor name for Sequelize,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window throw error if it is not possible to define client type,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window private _getConnection returns client for Pool,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window private _getConnection returns connection from manager for Sequelize,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window private _getConnection returns acquire connection from Knex,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window Pool does not require specific connection releasing,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window Sequelize release connection from manager,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window Knex release connection from client,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window does not expire key if duration set to 0,1,12,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterPostgres with fixed window block key forever,1,12,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterQueue with FIFO queue remove 1 token works and 1 remaining,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterQueue with FIFO queue remove all tokens works and 0 remaining,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterQueue with FIFO queue return error if try to remove more tokens than allowed,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterQueue with FIFO queue queues 1 request and fire it after 1 second,1,12,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterQueue with FIFO queue respects order of queued callbacks,2,14,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterQueue with FIFO queue return error if queue length reaches maximum,1,12,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterQueue with FIFO queue getTokensRemaining works,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window consume 1 point,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window rejected when consume more than maximum points,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window execute evenly over duration,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window execute evenly over duration with minimum delay 20 ms,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window makes penalty,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window reward points,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window block key in memory when inmemory block options set up,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window expire inmemory blocked key,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window throws error when inmemoryBlockOnConsumed is not set,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window throws error when inmemoryBlockOnConsumed less than points,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window throws error on RedisClient error,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window consume using insuranceLimiter when RedisClient error,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window penalty using insuranceLimiter when RedisClient error,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window reward using insuranceLimiter when RedisClient error,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window block using insuranceLimiter when RedisClient error,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window use keyPrefix from options,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window blocks key for block duration when consumed more than points,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window reject with error,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window block expires in blockDuration seconds,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window block custom key,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window get points,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window get returns NULL if key is not set,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window get supports ioredis format,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window delete key and return true,0,10,0,0
/home/pedroubuntu/Downloads/nacd/animir_node-rate-limiter-flexible,test,RateLimiterRedis with fixed window delete returns false,0,10,0,0
