pathProjectFolder,testFile,testName,positiveLabels,numberOfIteration,numberOfFails,firstFail
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions FooBar .*.*.* foo_bar .*.*.* fooBar,0,5,5,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions märkäLänttiÄäliö .*.*.* märkä_läntti_ääliö .*.*.* märkäLänttiÄäliö,0,5,5,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions fooBar:spamBaz:troloLolo .*.*.* foo_bar:spam_baz:trolo_lolo .*.*.* fooBar:spamBaz:troloLolo,0,5,5,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions fooBar.spamBaz.troloLolo .*.*.* foo_bar.spam_baz.trolo_lolo .*.*.* fooBar.spamBaz.troloLolo,0,5,5,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions * .*.*.* * .*.*.* *,0,5,5,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions foo .*.*.* foo .*.*.* foo,0,5,5,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions fooBar .*.*.* foo_bar .*.*.* fooBar,0,5,5,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions foo1Bar2 .*.*.* foo_1_bar_2 .*.*.* foo1Bar2,0,5,5,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions fooBAR .*.*.* foo_bar .*.*.* fooBar,0,5,5,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions fooBaR .*.*.* foo_ba_r .*.*.* fooBaR,0,5,5,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions föö .*.*.* föö .*.*.* föö,0,5,5,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions fööBär .*.*.* föö_bär .*.*.* fööBär,0,5,5,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions föö1Bär2 .*.*.* föö_1_bär_2 .*.*.* föö1Bär2,0,5,5,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions föö09Bär90 .*.*.* föö_09_bär_90 .*.*.* föö09Bär90,0,5,5,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions fööBÄR .*.*.* föö_bär .*.*.* fööBär,0,5,5,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions fööBäR .*.*.* föö_bä_r .*.*.* fööBäR,0,5,5,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions foo1bar2 .*.*.* foo_1bar_2 .*.*.* foo1bar2,0,5,5,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions Foo .*.*.* foo .*.*.* foo,0,5,5,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions FooBar .*.*.* foo_bar .*.*.* fooBar,0,5,5,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions märkäLänttiÄäliö .*.*.* märkä_läntti_ääliö .*.*.* märkäLänttiÄäliö,0,5,5,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions fooBar:spamBaz:troloLolo .*.*.* foo_bar:spam_baz:trolo_lolo .*.*.* fooBar:spamBaz:troloLolo,0,5,5,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils snakeCase module snakeCase and camelCase functions fooBar.spamBaz.troloLolo .*.*.* foo_bar.spam_baz.trolo_lolo .*.*.* fooBar.spamBaz.troloLolo,0,5,5,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils promiseUtils map should work like Promise.all if concurrency is not given,1,8,0,0
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils promiseUtils map should not start new operations after an error has been thrown,5,20,0,0
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils promiseUtils map .*Removing nondeterminism.* should not start new operations after an error has been thrown,5,20,20,1
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils promiseUtils map should only run opt.concurrency operations at a time,0,5,0,0
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils promiseUtils map should work with synchronous callbacks,1,8,0,0
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils jsonEquals should work with primitives,0,5,0,0
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils jsonEquals should work with arrays,0,5,0,0
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils jsonEquals should work with objects,0,5,0,0
/home/pedroubuntu/coisasNodeRT/datasetNodeRT/datasetDoNodeRacer/exploratory/objection.js,tests/unit/utils.js,utils jsonEquals should work with nested stuff,0,5,0,0
